url,postcode,page_number,property_url
https://www.realestate.com.au/sold/in-4553/list-1?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,1,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140806651
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139760715
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140213623
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140023471
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140277015
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140186291
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139775819
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203403331
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140252143
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139976455
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139651699
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-glenview-139968847
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139711251
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140107055
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-acreage+semi-rural-qld-glenview-139895071
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140133443
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140277703
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139508163
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-glenview-140300739
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139626947
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139971107
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140116871
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140275071
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-139728827
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140200875
https://www.realestate.com.au/sold/in-4553/list-3?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,3,https://www.realestate.com.au/sold/property-house-qld-palmview-140130411
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139998971
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140127671
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-140070247
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-residential+land-qld-glenview-203405279
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139902095
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-140045991
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140105531
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203367923
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139899095
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139563159
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139978579
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139941031
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139812831
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139812575
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203354035
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139570203
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139570151
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139833259
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139811351
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139137287
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203379831
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-residential+land-qld-mooloolah+valley-203355999
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139782267
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-glenview-139541223
https://www.realestate.com.au/sold/in-4553/list-4?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,4,https://www.realestate.com.au/sold/property-house-qld-palmview-139676303
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139129535
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139352719
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-residential+land-qld-mooloolah+valley-203377787
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139769191
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139184691
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139739203
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139719779
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139095323
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-134201114
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139701735
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139372603
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139742043
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139510163
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139491999
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139399291
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-138713315
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-138735399
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139111763
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139278999
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139057507
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139516967
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-residential+land-qld-mooloolah+valley-203341331
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-palmview-139197799
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-140153747
https://www.realestate.com.au/sold/in-4553/list-5?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,5,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139570195
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139454551
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203298243
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139520323
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139016299
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139429891
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203294679
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-diamond+valley-138614319
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203338275
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-138911795
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139000303
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139068211
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139136659
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139320579
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139267883
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139387207
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-acreage+semi-rural-qld-palmview-140237139
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139284615
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-138666895
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-acreage+semi-rural-qld-mooloolah+valley-138910983
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139354531
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-138726311
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-139422595
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-138980387
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139158731
https://www.realestate.com.au/sold/in-4553/list-6?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,6,https://www.realestate.com.au/sold/property-house-qld-palmview-138688107
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138749059
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-139067283
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138603947
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203301323
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-acreage+semi-rural-qld-mooloolah+valley-139106867
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203265351
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138704315
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138686171
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-138627895
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138628723
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138878907
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-139381331
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-139029643
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-diamond+valley-139012803
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138846623
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203280607
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-residential+land-qld-palmview-203275815
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-139061519
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-glenview-138207266
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138272934
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138661667
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138861455
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-diamond+valley-138790583
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-139031807
https://www.realestate.com.au/sold/in-4553/list-7?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,7,https://www.realestate.com.au/sold/property-house-qld-palmview-138936051
https://www.realestate.com.au/sold/in-4553/list-8?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,8,https://www.realestate.com.au/sold/property-acreage+semi-rural-qld-mooloolah+valley-138827199
https://www.realestate.com.au/sold/in-4553/list-8?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,8,https://www.realestate.com.au/sold/property-house-qld-mooloolah+valley-138527839
https://www.realestate.com.au/sold/in-4553/list-8?maxBeds=4&misc=ex-no-sale-price&activeSort=solddate,4553,8,https://www.realestate.com.au/sold/property-house-qld-palmview-138624455
